n,true_cv,true_M,cv_hat,M_hat,cost_unif_chebyshev,cost_unif_bernstein,cost_is,tau,branch_taken,oracle_decision,rel_error,in_borderline
2000,1.2983740571519216,4.789065542177101,1.3773947557240875,4.02465232460275,2000,1955.5143230204017,3047.961886276374,0.5,is,uniform,0.016977860695523168,0
2000,1.3147579288921611,4.448881049791875,1.2571153773388133,4.0060602582172935,2000,1988.865891661483,3047.961886276374,0.5,is,uniform,0.04357570045539624,0
2000,1.3083480127020897,4.637299734571176,1.2686185609513736,3.936296833584579,2000,1977.704173984409,3047.961886276374,0.5,is,uniform,0.008204780271229593,0
2000,1.7372109637686688,4.909762302581473,1.6554300155663086,4.240086487552452,2000,2000,3047.961886276374,0.5,is,uniform,0.0030896009475362266,0
2000,1.7421178180833923,4.869082529210165,2.0575818188723862,6.525093024038573,2000,2000,3047.961886276374,0.5,is,uniform,0.0013464000236226093,0
2000,1.7399890427199698,4.970317505328127,1.6625843671036404,4.302497582323786,2000,2000,3047.961886276374,0.5,is,uniform,0.01230080423502307,0
5000,0.7224807944290408,9.893139619301449,0.4486388397851059,2.584872456040791,5000,902.5681715523135,3415.3944697579104,0.5,uniform,uniform,0.029547993164936368,0
5000,0.6783674416504732,9.248645932905605,0.5532558978037442,2.9435071000481403,4601.823858914082,814.3202078120423,3415.3944697579104,0.5,is,uniform,0.018224146179676572,0
5000,0.6974014263102107,8.500077009248255,0.4324593802044999,2.191744251066181,4863.687494195162,815.627902553106,3415.3944697579104,0.5,uniform,uniform,0.013222395674730035,0
5000,0.6966704990056833,11.78855723114979,0.608786811478534,4.1220787856350904,4853.497841848277,930.7042214416718,3415.3944697579104,0.5,is,uniform,0.005825207075794364,0
5000,0.7020645774986704,10.493395057863204,0.646294960948388,3.550387553567098,4928.946709783864,892.9513941522594,3415.3944697579104,0.5,is,uniform,0.004420521105571151,0
5000,0.6964872202949357,12.14043386833435,0.6325997637877196,2.9781128624760274,4850.944480341662,942.8626783672503,3415.3944697579104,0.5,is,uniform,0.022287493160847865,0
5000,0.6923142098960464,10.791047985600459,0.5765680849128542,2.9462787227103293,4792.989652239869,889.0582525453514,3415.3944697579104,0.5,is,uniform,0.012466596826172899,0
5000,0.6749404683005831,10.377327086148796,0.7655073662692193,4.4670358190987285,4555.446357498104,849.2731597588138,3415.3944697579104,0.5,is,uniform,0.0011685693650200165,0
5000,0.7043250568842707,9.485986571983513,0.7324887684459371,4.963425009970584,4960.737857550311,860.736386785567,3415.3944697579104,0.5,is,uniform,0.0093286068674008,0
5000,0.7278048746693839,12.570758348270179,0.9709109322887157,6.649766802123403,5000,1005.3294553439663,3415.3944697579104,0.5,is,uniform,0.011744450777074108,0
5000,0.6959390046794844,8.19052749199074,0.6845933953164107,3.2749870256642764,4843.310982342714,802.5347341334756,3415.3944697579104,0.5,is,uniform,0.021147473522784437,0
5000,0.7275752487361427,11.991683623295147,0.6294627491262016,2.9101398327689374,5000,984.5211787295407,3415.3944697579104,0.5,is,uniform,0.008332664119926076,0
5000,1.1514945012448503,13.921170970329356,0.5681211877678337,3.752735503948173,5000,1896.7749602854858,3415.3944697579104,0.5,is,uniform,0.015805671505389623,0
5000,1.1000620070210954,13.282787825099584,1.2498732925824825,9.111368052674928,5000,1751.5135306439688,3415.3944697579104,0.5,is,uniform,0.0007204233497999094,0
5000,1.169644960173019,14.047324928197764,1.721080406896016,9.503914523490929,5000,1945.8743384555728,3415.3944697579104,0.5,is,uniform,0.007649136353030078,0
5000,3.012040993380712,33.184170841399485,0.7483564826479763,4.285245990571491,5000,5000,3415.3944697579104,0.5,is,is,0.002017848478100276,1
