n,true_cv,true_M,M_hat,tau,tau_name,s,branch_taken,oracle_decision,rel_error,in_borderline
1000,1.3537758517722411,6.291632634044208,6.592352333889468,3.0,3.0,30,uniform_exact,uniform,0.0,0
1000,1.3537758517722411,6.291632634044208,6.325994532043052,1.5,1.5,50,uniform_exact,uniform,0.0,0
1000,1.3537758517722411,6.291632634044208,6.325994532043052,2.628260884878466,sqrt(log n),50,uniform_exact,uniform,0.0,0
1000,1.3537758517722411,6.291632634044208,6.325994532043052,3.0,3.0,50,uniform_exact,uniform,0.0,0
1000,1.3537758517722411,6.291632634044208,5.617499957405619,1.5,1.5,100,uniform_exact,uniform,0.0,0
1000,1.3537758517722411,6.291632634044208,5.617499957405619,2.628260884878466,sqrt(log n),100,uniform_exact,uniform,0.0,0
1000,1.3537758517722411,6.291632634044208,5.617499957405619,3.0,3.0,100,uniform_exact,uniform,0.0,0
1000,1.367532997551312,6.235878482522877,5.469091866895695,1.5,1.5,10,is,uniform,0.021717246941654587,0
1000,1.367532997551312,6.235878482522877,5.469091866895695,2.628260884878466,sqrt(log n),10,uniform_exact,uniform,0.0,0
1000,1.367532997551312,6.235878482522877,5.469091866895695,3.0,3.0,10,uniform_exact,uniform,0.0,0
1000,1.367532997551312,6.235878482522877,5.224122544257886,1.5,1.5,30,uniform_exact,uniform,0.0,0
1000,1.367532997551312,6.235878482522877,5.224122544257886,2.628260884878466,sqrt(log n),30,uniform_exact,uniform,0.0,0
1000,1.367532997551312,6.235878482522877,5.224122544257886,3.0,3.0,30,uniform_exact,uniform,0.0,0
1000,1.367532997551312,6.235878482522877,5.505830004727111,1.5,1.5,50,uniform_exact,uniform,0.0,0
1000,1.367532997551312,6.235878482522877,5.505830004727111,2.628260884878466,sqrt(log n),50,uniform_exact,uniform,0.0,0
1000,1.367532997551312,6.235878482522877,5.505830004727111,3.0,3.0,50,uniform_exact,uniform,0.0,0
1000,1.367532997551312,6.235878482522877,7.933954065069208,1.5,1.5,100,uniform_exact,uniform,0.0,0
1000,1.367532997551312,6.235878482522877,7.933954065069208,2.628260884878466,sqrt(log n),100,uniform_exact,uniform,0.0,0
1000,1.367532997551312,6.235878482522877,7.933954065069208,3.0,3.0,100,uniform_exact,uniform,0.0,0
1000,1.3274574831627268,6.042607423381932,5.14833082663319,1.5,1.5,10,uniform_exact,uniform,0.0,0
1000,1.3274574831627268,6.042607423381932,5.14833082663319,2.628260884878466,sqrt(log n),10,uniform_exact,uniform,0.0,0
1000,1.3274574831627268,6.042607423381932,5.14833082663319,3.0,3.0,10,uniform_exact,uniform,0.0,0
1000,1.3274574831627268,6.042607423381932,5.161467347136274,1.5,1.5,30,uniform_exact,uniform,0.0,0
1000,1.3274574831627268,6.042607423381932,5.161467347136274,2.628260884878466,sqrt(log n),30,uniform_exact,uniform,0.0,0
1000,1.3274574831627268,6.042607423381932,5.161467347136274,3.0,3.0,30,uniform_exact,uniform,0.0,0
1000,1.3274574831627268,6.042607423381932,4.645315334775448,1.5,1.5,50,uniform_exact,uniform,0.0,0
1000,1.3274574831627268,6.042607423381932,4.645315334775448,2.628260884878466,sqrt(log n),50,uniform_exact,uniform,0.0,0
1000,1.3274574831627268,6.042607423381932,4.645315334775448,3.0,3.0,50,uniform_exact,uniform,0.0,0
1000,1.3274574831627268,6.042607423381932,6.06520766704408,1.5,1.5,100,uniform_exact,uniform,0.0,0
1000,1.3274574831627268,6.042607423381932,6.06520766704408,2.628260884878466,sqrt(log n),100,uniform_exact,uniform,0.0,0
1000,1.3274574831627268,6.042607423381932,6.06520766704408,3.0,3.0,100,uniform_exact,uniform,0.0,0
1000,2.1745485439283283,8.206958182334139,2.7180087100910884,1.5,1.5,10,uniform_exact,uniform,0.0,0
1000,2.1745485439283283,8.206958182334139,2.7180087100910884,2.628260884878466,sqrt(log n),10,uniform_exact,uniform,0.0,0
1000,2.1745485439283283,8.206958182334139,2.7180087100910884,3.0,3.0,10,uniform_exact,uniform,0.0,0
1000,2.1745485439283283,8.206958182334139,5.390919691091873,1.5,1.5,30,is,uniform,0.020786068885553757,0
1000,2.1745485439283283,8.206958182334139,5.390919691091873,2.628260884878466,sqrt(log n),30,uniform_exact,uniform,0.0,0
1000,2.1745485439283283,8.206958182334139,5.390919691091873,3.0,3.0,30,uniform_exact,uniform,0.0,0
1000,2.1745485439283283,8.206958182334139,9.0790252729056,1.5,1.5,50,is,uniform,0.005927981292299322,0
1000,2.1745485439283283,8.206958182334139,9.0790252729056,2.628260884878466,sqrt(log n),50,uniform_exact,uniform,0.0,0
1000,2.1745485439283283,8.206958182334139,9.0790252729056,3.0,3.0,50,uniform_exact,uniform,0.0,0
1000,2.1745485439283283,8.206958182334139,6.435804726260927,1.5,1.5,100,is,uniform,0.01271573081721399,0
1000,2.1745485439283283,8.206958182334139,6.435804726260927,2.628260884878466,sqrt(log n),100,uniform_exact,uniform,0.0,0
1000,2.1745485439283283,8.206958182334139,6.435804726260927,3.0,3.0,100,uniform_exact,uniform,0.0,0
1000,2.2071501455785794,8.244504029581895,1.7659447853611157,1.5,1.5,10,uniform_exact,uniform,0.0,1
1000,2.2071501455785794,8.244504029581895,1.7659447853611157,2.628260884878466,sqrt(log n),10,uniform_exact,uniform,0.0,1
1000,2.2071501455785794,8.244504029581895,1.7659447853611157,3.0,3.0,10,uniform_exact,uniform,0.0,1
1000,2.2071501455785794,8.244504029581895,8.26765810752609,1.5,1.5,30,is,uniform,0.0016192939639782303,1
1000,2.2071501455785794,8.244504029581895,8.26765810752609,2.628260884878466,sqrt(log n),30,uniform_exact,uniform,0.0,1
1000,2.2071501455785794,8.244504029581895,8.26765810752609,3.0,3.0,30,uniform_exact,uniform,0.0,1
1000,2.2071501455785794,8.244504029581895,4.942624335056366,1.5,1.5,50,is,uniform,0.01660291200483111,1
1000,2.2071501455785794,8.244504029581895,4.942624335056366,2.628260884878466,sqrt(log n),50,uniform_exact,uniform,0.0,1
1000,2.2071501455785794,8.244504029581895,4.942624335056366,3.0,3.0,50,uniform_exact,uniform,0.0,1
1000,2.2071501455785794,8.244504029581895,7.019328803286491,1.5,1.5,100,is,uniform,0.0012206777532892598,1
1000,2.2071501455785794,8.244504029581895,7.019328803286491,2.628260884878466,sqrt(log n),100,uniform_exact,uniform,0.0,1
1000,2.2071501455785794,8.244504029581895,7.019328803286491,3.0,3.0,100,uniform_exact,uniform,0.0,1
1000,2.2131805137021714,8.13937339152958,7.821733748030434,1.5,1.5,10,is,uniform,0.016285262480094573,1
1000,2.2131805137021714,8.13937339152958,7.821733748030434,2.628260884878466,sqrt(log n),10,uniform_exact,uniform,0.0,1
1000,2.2131805137021714,8.13937339152958,7.821733748030434,3.0,3.0,10,uniform_exact,uniform,0.0,1
1000,2.2131805137021714,8.13937339152958,6.44282954090345,1.5,1.5,30,is,uniform,0.013377180580820049,1
1000,2.2131805137021714,8.13937339152958,6.44282954090345,2.628260884878466,sqrt(log n),30,uniform_exact,uniform,0.0,1
1000,2.2131805137021714,8.13937339152958,6.44282954090345,3.0,3.0,30,uniform_exact,uniform,0.0,1
1000,2.2131805137021714,8.13937339152958,5.282339345809437,1.5,1.5,50,is,uniform,0.024076622521259104,1
1000,2.2131805137021714,8.13937339152958,5.282339345809437,2.628260884878466,sqrt(log n),50,uniform_exact,uniform,0.0,1
1000,2.2131805137021714,8.13937339152958,5.282339345809437,3.0,3.0,50,uniform_exact,uniform,0.0,1
1000,2.2131805137021714,8.13937339152958,6.536348037823178,1.5,1.5,100,is,uniform,0.0002808764988513987,1
1000,2.2131805137021714,8.13937339152958,6.536348037823178,2.628260884878466,sqrt(log n),100,uniform_exact,uniform,0.0,1
1000,2.2131805137021714,8.13937339152958,6.536348037823178,3.0,3.0,100,uniform_exact,uniform,0.0,1
1000,0.596226390605092,7.59566327931635,1.7727861619110625,1.5,1.5,10,uniform_exact,uniform,0.0,0
1000,0.596226390605092,7.59566327931635,1.7727861619110625,2.628260884878466,sqrt(log n),10,uniform_exact,uniform,0.0,0
1000,0.596226390605092,7.59566327931635,1.7727861619110625,3.0,3.0,10,uniform_exact,uniform,0.0,0
1000,0.596226390605092,7.59566327931635,2.398989870444752,1.5,1.5,30,uniform_exact,uniform,0.0,0
1000,0.596226390605092,7.59566327931635,2.398989870444752,2.628260884878466,sqrt(log n),30,uniform_exact,uniform,0.0,0
1000,0.596226390605092,7.59566327931635,2.398989870444752,3.0,3.0,30,uniform_exact,uniform,0.0,0
1000,0.596226390605092,7.59566327931635,2.1704173985472117,1.5,1.5,50,uniform_exact,uniform,0.0,0
1000,0.596226390605092,7.59566327931635,2.1704173985472117,2.628260884878466,sqrt(log n),50,uniform_exact,uniform,0.0,0
1000,0.596226390605092,7.59566327931635,2.1704173985472117,3.0,3.0,50,uniform_exact,uniform,0.0,0
1000,0.596226390605092,7.59566327931635,2.529591953384425,1.5,1.5,100,uniform_exact,uniform,0.0,0
1000,0.596226390605092,7.59566327931635,2.529591953384425,2.628260884878466,sqrt(log n),100,uniform_exact,uniform,0.0,0
1000,0.596226390605092,7.59566327931635,2.529591953384425,3.0,3.0,100,uniform_exact,uniform,0.0,0
1000,0.5707637716995058,4.76013034379612,2.0106477905833273,1.5,1.5,10,uniform_exact,uniform,0.0,0
1000,0.5707637716995058,4.76013034379612,2.0106477905833273,2.628260884878466,sqrt(log n),10,uniform_exact,uniform,0.0,0
1000,0.5707637716995058,4.76013034379612,2.0106477905833273,3.0,3.0,10,uniform_exact,uniform,0.0,0
1000,0.5707637716995058,4.76013034379612,2.2861841903989832,1.5,1.5,30,uniform_exact,uniform,0.0,0
1000,0.5707637716995058,4.76013034379612,2.2861841903989832,2.628260884878466,sqrt(log n),30,uniform_exact,uniform,0.0,0
1000,0.5707637716995058,4.76013034379612,2.2861841903989832,3.0,3.0,30,uniform_exact,uniform,0.0,0
1000,0.5707637716995058,4.76013034379612,3.670596373325745,1.5,1.5,50,uniform_exact,uniform,0.0,0
1000,0.5707637716995058,4.76013034379612,3.670596373325745,2.628260884878466,sqrt(log n),50,uniform_exact,uniform,0.0,0
1000,0.5707637716995058,4.76013034379612,3.670596373325745,3.0,3.0,50,uniform_exact,uniform,0.0,0
1000,0.5707637716995058,4.76013034379612,3.848373757854726,1.5,1.5,100,uniform_exact,uniform,0.0,0
1000,0.5707637716995058,4.76013034379612,3.848373757854726,2.628260884878466,sqrt(log n),100,uniform_exact,uniform,0.0,0
1000,0.5707637716995058,4.76013034379612,3.848373757854726,3.0,3.0,100,uniform_exact,uniform,0.0,0
1000,0.6082008942884182,5.59710910895369,1.8269367648267807,1.5,1.5,10,uniform_exact,uniform,0.0,0
1000,0.6082008942884182,5.59710910895369,1.8269367648267807,2.628260884878466,sqrt(log n),10,uniform_exact,uniform,0.0,0
1000,0.6082008942884182,5.59710910895369,1.8269367648267807,3.0,3.0,10,uniform_exact,uniform,0.0,0
1000,0.6082008942884182,5.59710910895369,3.325141226954896,1.5,1.5,30,uniform_exact,uniform,0.0,0
1000,0.6082008942884182,5.59710910895369,3.325141226954896,2.628260884878466,sqrt(log n),30,uniform_exact,uniform,0.0,0
1000,0.6082008942884182,5.59710910895369,3.325141226954896,3.0,3.0,30,uniform_exact,uniform,0.0,0
1000,0.6082008942884182,5.59710910895369,4.328396023812884,1.5,1.5,50,uniform_exact,uniform,0.0,0
1000,0.6082008942884182,5.59710910895369,4.328396023812884,2.628260884878466,sqrt(log n),50,uniform_exact,uniform,0.0,0
1000,0.6082008942884182,5.59710910895369,4.328396023812884,3.0,3.0,50,uniform_exact,uniform,0.0,0
1000,0.6082008942884182,5.59710910895369,3.4497668374412602,1.5,1.5,100,uniform_exact,uniform,0.0,0
1000,0.6082008942884182,5.59710910895369,3.4497668374412602,2.628260884878466,sqrt(log n),100,uniform_exact,uniform,0.0,0
1000,0.6082008942884182,5.59710910895369,3.4497668374412602,3.0,3.0,100,uniform_exact,uniform,0.0,0
1000,1.2128763710131376,4.437108297044463,5.400688259836016,1.5,1.5,10,is,uniform,0.012312013927599686,0
1000,1.2128763710131376,4.437108297044463,5.400688259836016,2.628260884878466,sqrt(log n),10,uniform_exact,uniform,0.0,0
1000,1.2128763710131376,4.437108297044463,5.400688259836016,3.0,3.0,10,uniform_exact,uniform,0.0,0
1000,1.2128763710131376,4.437108297044463,2.6111250496477547,1.5,1.5,30,uniform_exact,uniform,0.0,0
1000,1.2128763710131376,4.437108297044463,2.6111250496477547,2.628260884878466,sqrt(log n),30,uniform_exact,uniform,0.0,0
1000,1.2128763710131376,4.437108297044463,2.6111250496477547,3.0,3.0,30,uniform_exact,uniform,0.0,0
1000,1.2128763710131376,4.437108297044463,4.543648945279205,1.5,1.5,50,uniform_exact,uniform,0.0,0
1000,1.2128763710131376,4.437108297044463,4.543648945279205,2.628260884878466,sqrt(log n),50,uniform_exact,uniform,0.0,0
1000,1.2128763710131376,4.437108297044463,4.543648945279205,3.0,3.0,50,uniform_exact,uniform,0.0,0
1000,1.2128763710131376,4.437108297044463,4.310859147246376,1.5,1.5,100,uniform_exact,uniform,0.0,0
1000,1.2128763710131376,4.437108297044463,4.310859147246376,2.628260884878466,sqrt(log n),100,uniform_exact,uniform,0.0,0
1000,1.2128763710131376,4.437108297044463,4.310859147246376,3.0,3.0,100,uniform_exact,uniform,0.0,0
1000,1.222022170293529,4.453870144522961,4.264228683810599,1.5,1.5,10,uniform_exact,uniform,0.0,0
1000,1.222022170293529,4.453870144522961,4.264228683810599,2.628260884878466,sqrt(log n),10,uniform_exact,uniform,0.0,0
1000,1.222022170293529,4.453870144522961,4.264228683810599,3.0,3.0,10,uniform_exact,uniform,0.0,0
1000,1.222022170293529,4.453870144522961,4.601553276582139,1.5,1.5,30,uniform_exact,uniform,0.0,0
1000,1.222022170293529,4.453870144522961,4.601553276582139,2.628260884878466,sqrt(log n),30,uniform_exact,uniform,0.0,0
1000,1.222022170293529,4.453870144522961,4.601553276582139,3.0,3.0,30,uniform_exact,uniform,0.0,0
1000,1.222022170293529,4.453870144522961,5.3206920412991705,1.5,1.5,50,uniform_exact,uniform,0.0,0
1000,1.222022170293529,4.453870144522961,5.3206920412991705,2.628260884878466,sqrt(log n),50,uniform_exact,uniform,0.0,0
1000,1.222022170293529,4.453870144522961,5.3206920412991705,3.0,3.0,50,uniform_exact,uniform,0.0,0
1000,1.222022170293529,4.453870144522961,5.678041715059131,1.5,1.5,100,uniform_exact,uniform,0.0,0
1000,1.222022170293529,4.453870144522961,5.678041715059131,2.628260884878466,sqrt(log n),100,uniform_exact,uniform,0.0,0
1000,1.222022170293529,4.453870144522961,5.678041715059131,3.0,3.0,100,uniform_exact,uniform,0.0,0
1000,1.2283430251331136,4.34226493758284,3.6575002079123133,1.5,1.5,10,uniform_exact,uniform,0.0,0
1000,1.2283430251331136,4.34226493758284,3.6575002079123133,2.628260884878466,sqrt(log n),10,uniform_exact,uniform,0.0,0
1000,1.2283430251331136,4.34226493758284,3.6575002079123133,3.0,3.0,10,uniform_exact,uniform,0.0,0
1000,1.2283430251331136,4.34226493758284,4.523795685271474,1.5,1.5,30,uniform_exact,uniform,0.0,0
1000,1.2283430251331136,4.34226493758284,4.523795685271474,2.628260884878466,sqrt(log n),30,uniform_exact,uniform,0.0,0
1000,1.2283430251331136,4.34226493758284,4.523795685271474,3.0,3.0,30,uniform_exact,uniform,0.0,0
1000,1.2283430251331136,4.34226493758284,3.9264757016650753,1.5,1.5,50,uniform_exact,uniform,0.0,0
1000,1.2283430251331136,4.34226493758284,3.9264757016650753,2.628260884878466,sqrt(log n),50,uniform_exact,uniform,0.0,0
1000,1.2283430251331136,4.34226493758284,3.9264757016650753,3.0,3.0,50,uniform_exact,uniform,0.0,0
1000,1.2283430251331136,4.34226493758284,4.355217877269812,1.5,1.5,100,uniform_exact,uniform,0.0,0
1000,1.2283430251331136,4.34226493758284,4.355217877269812,2.628260884878466,sqrt(log n),100,uniform_exact,uniform,0.0,0
1000,1.2283430251331136,4.34226493758284,4.355217877269812,3.0,3.0,100,uniform_exact,uniform,0.0,0
1000,1.6822322474532947,4.785774324099834,1.5466005665785119,1.5,1.5,10,uniform_exact,uniform,0.0,0
1000,1.6822322474532947,4.785774324099834,1.5466005665785119,2.628260884878466,sqrt(log n),10,uniform_exact,uniform,0.0,0
1000,1.6822322474532947,4.785774324099834,1.5466005665785119,3.0,3.0,10,uniform_exact,uniform,0.0,0
1000,1.6822322474532947,4.785774324099834,4.507100305537073,1.5,1.5,30,is,uniform,0.002015712194362003,0
1000,1.6822322474532947,4.785774324099834,4.507100305537073,2.628260884878466,sqrt(log n),30,uniform_exact,uniform,0.0,0
1000,1.6822322474532947,4.785774324099834,4.507100305537073,3.0,3.0,30,uniform_exact,uniform,0.0,0
1000,1.6822322474532947,4.785774324099834,4.280369034485808,1.5,1.5,50,is,uniform,0.014940323761641843,0
1000,1.6822322474532947,4.785774324099834,4.280369034485808,2.628260884878466,sqrt(log n),50,uniform_exact,uniform,0.0,0
1000,1.6822322474532947,4.785774324099834,4.280369034485808,3.0,3.0,50,uniform_exact,uniform,0.0,0
1000,1.6822322474532947,4.785774324099834,3.596403084559243,1.5,1.5,100,uniform_exact,uniform,0.0,0
1000,1.6822322474532947,4.785774324099834,3.596403084559243,2.628260884878466,sqrt(log n),100,uniform_exact,uniform,0.0,0
1000,1.6822322474532947,4.785774324099834,3.596403084559243,3.0,3.0,100,uniform_exact,uniform,0.0,0
1000,1.6828609678688584,4.797205593998007,4.301747687964989,1.5,1.5,10,is,uniform,0.007252946588691582,0
1000,1.6828609678688584,4.797205593998007,4.301747687964989,2.628260884878466,sqrt(log n),10,uniform_exact,uniform,0.0,0
1000,1.6828609678688584,4.797205593998007,4.301747687964989,3.0,3.0,10,uniform_exact,uniform,0.0,0
1000,1.6828609678688584,4.797205593998007,7.880091204854736,1.5,1.5,30,is,uniform,0.0004839458884003789,0
1000,1.6828609678688584,4.797205593998007,7.880091204854736,2.628260884878466,sqrt(log n),30,uniform_exact,uniform,0.0,0
1000,1.6828609678688584,4.797205593998007,7.880091204854736,3.0,3.0,30,uniform_exact,uniform,0.0,0
1000,1.6828609678688584,4.797205593998007,4.723192160911664,1.5,1.5,50,is,uniform,0.00013494371599799215,0
1000,1.6828609678688584,4.797205593998007,4.723192160911664,2.628260884878466,sqrt(log n),50,uniform_exact,uniform,0.0,0
1000,1.6828609678688584,4.797205593998007,4.723192160911664,3.0,3.0,50,uniform_exact,uniform,0.0,0
1000,1.6828609678688584,4.797205593998007,4.242959703783325,1.5,1.5,100,is,uniform,0.015125711830086546,0
1000,1.6828609678688584,4.797205593998007,4.242959703783325,2.628260884878466,sqrt(log n),100,uniform_exact,uniform,0.0,0
1000,1.6828609678688584,4.797205593998007,4.242959703783325,3.0,3.0,100,uniform_exact,uniform,0.0,0
1000,1.6824444119691087,4.694431122747657,4.339412212278778,1.5,1.5,10,is,uniform,0.00812077755572228,0
1000,1.6824444119691087,4.694431122747657,4.339412212278778,2.628260884878466,sqrt(log n),10,uniform_exact,uniform,0.0,0
1000,1.6824444119691087,4.694431122747657,4.339412212278778,3.0,3.0,10,uniform_exact,uniform,0.0,0
1000,1.6824444119691087,4.694431122747657,6.417718887263751,1.5,1.5,30,is,uniform,0.008817406911754814,0
1000,1.6824444119691087,4.694431122747657,6.417718887263751,2.628260884878466,sqrt(log n),30,uniform_exact,uniform,0.0,0
1000,1.6824444119691087,4.694431122747657,6.417718887263751,3.0,3.0,30,uniform_exact,uniform,0.0,0
1000,1.6824444119691087,4.694431122747657,3.799480721901962,1.5,1.5,50,uniform_exact,uniform,0.0,0
1000,1.6824444119691087,4.694431122747657,3.799480721901962,2.628260884878466,sqrt(log n),50,uniform_exact,uniform,0.0,0
1000,1.6824444119691087,4.694431122747657,3.799480721901962,3.0,3.0,50,uniform_exact,uniform,0.0,0
1000,1.6824444119691087,4.694431122747657,5.214564507886788,1.5,1.5,100,is,uniform,0.0044513113976788875,0
1000,1.6824444119691087,4.694431122747657,5.214564507886788,2.628260884878466,sqrt(log n),100,uniform_exact,uniform,0.0,0
1000,1.6824444119691087,4.694431122747657,5.214564507886788,3.0,3.0,100,uniform_exact,uniform,0.0,0
2000,0.6437859806065077,7.26494190000632,1.8246974606900843,1.5,1.5,10,uniform_exact,uniform,0.0,0
2000,0.6437859806065077,7.26494190000632,1.8246974606900843,2.7569734238004693,sqrt(log n),10,uniform_exact,uniform,0.0,0
2000,0.6437859806065077,7.26494190000632,1.8246974606900843,3.0,3.0,10,uniform_exact,uniform,0.0,0
2000,0.6437859806065077,7.26494190000632,2.6494560694668365,1.5,1.5,30,uniform_exact,uniform,0.0,0
2000,0.6437859806065077,7.26494190000632,2.6494560694668365,2.7569734238004693,sqrt(log n),30,uniform_exact,uniform,0.0,0
2000,0.6437859806065077,7.26494190000632,2.6494560694668365,3.0,3.0,30,uniform_exact,uniform,0.0,0
2000,0.6437859806065077,7.26494190000632,2.5115530067043434,1.5,1.5,50,uniform_exact,uniform,0.0,0
2000,0.6437859806065077,7.26494190000632,2.5115530067043434,2.7569734238004693,sqrt(log n),50,uniform_exact,uniform,0.0,0
2000,0.6437859806065077,7.26494190000632,2.5115530067043434,3.0,3.0,50,uniform_exact,uniform,0.0,0
2000,0.6437859806065077,7.26494190000632,3.0361319139142364,1.5,1.5,100,uniform_exact,uniform,0.0,0
2000,0.6437859806065077,7.26494190000632,3.0361319139142364,2.7569734238004693,sqrt(log n),100,uniform_exact,uniform,0.0,0
2000,0.6437859806065077,7.26494190000632,3.0361319139142364,3.0,3.0,100,uniform_exact,uniform,0.0,0
2000,0.6783226328241753,6.987718128416362,2.6783298076728435,1.5,1.5,10,uniform_exact,uniform,0.0,0
2000,0.6783226328241753,6.987718128416362,2.6783298076728435,2.7569734238004693,sqrt(log n),10,uniform_exact,uniform,0.0,0
2000,0.6783226328241753,6.987718128416362,2.6783298076728435,3.0,3.0,10,uniform_exact,uniform,0.0,0
2000,0.6783226328241753,6.987718128416362,4.062121933535298,1.5,1.5,30,uniform_exact,uniform,0.0,0
2000,0.6783226328241753,6.987718128416362,4.062121933535298,2.7569734238004693,sqrt(log n),30,uniform_exact,uniform,0.0,0
2000,0.6783226328241753,6.987718128416362,4.062121933535298,3.0,3.0,30,uniform_exact,uniform,0.0,0
2000,0.6783226328241753,6.987718128416362,4.161137334959992,1.5,1.5,50,uniform_exact,uniform,0.0,0
2000,0.6783226328241753,6.987718128416362,4.161137334959992,2.7569734238004693,sqrt(log n),50,uniform_exact,uniform,0.0,0
2000,0.6783226328241753,6.987718128416362,4.161137334959992,3.0,3.0,50,uniform_exact,uniform,0.0,0
2000,0.6783226328241753,6.987718128416362,2.6286937928833454,1.5,1.5,100,uniform_exact,uniform,0.0,0
2000,0.6783226328241753,6.987718128416362,2.6286937928833454,2.7569734238004693,sqrt(log n),100,uniform_exact,uniform,0.0,0
2000,0.6783226328241753,6.987718128416362,2.6286937928833454,3.0,3.0,100,uniform_exact,uniform,0.0,0
2000,0.7008485258315146,10.87323753149392,2.4405251956444793,1.5,1.5,10,uniform_exact,uniform,0.0,0
2000,0.7008485258315146,10.87323753149392,2.4405251956444793,2.7569734238004693,sqrt(log n),10,uniform_exact,uniform,0.0,0
2000,0.7008485258315146,10.87323753149392,2.4405251956444793,3.0,3.0,10,uniform_exact,uniform,0.0,0
2000,0.7008485258315146,10.87323753149392,2.223839651050549,1.5,1.5,30,uniform_exact,uniform,0.0,0
2000,0.7008485258315146,10.87323753149392,2.223839651050549,2.7569734238004693,sqrt(log n),30,uniform_exact,uniform,0.0,0
2000,0.7008485258315146,10.87323753149392,2.223839651050549,3.0,3.0,30,uniform_exact,uniform,0.0,0
2000,0.7008485258315146,10.87323753149392,2.2428164367543904,1.5,1.5,50,uniform_exact,uniform,0.0,0
2000,0.7008485258315146,10.87323753149392,2.2428164367543904,2.7569734238004693,sqrt(log n),50,uniform_exact,uniform,0.0,0
2000,0.7008485258315146,10.87323753149392,2.2428164367543904,3.0,3.0,50,uniform_exact,uniform,0.0,0
2000,0.7008485258315146,10.87323753149392,3.9807351117646,1.5,1.5,100,uniform_exact,uniform,0.0,0
2000,0.7008485258315146,10.87323753149392,3.9807351117646,2.7569734238004693,sqrt(log n),100,uniform_exact,uniform,0.0,0
2000,0.7008485258315146,10.87323753149392,3.9807351117646,3.0,3.0,100,uniform_exact,uniform,0.0,0
2000,0.6647636523552978,9.371015606248461,1.5336023608209417,1.5,1.5,10,uniform,uniform,0.00625405457131843,0
2000,0.6647636523552978,9.371015606248461,1.5336023608209417,2.7569734238004693,sqrt(log n),10,uniform,uniform,0.00625405457131843,0
2000,0.6647636523552978,9.371015606248461,1.5336023608209417,3.0,3.0,10,uniform,uniform,0.00625405457131843,0
2000,0.6647636523552978,9.371015606248461,5.493669262862671,1.5,1.5,30,uniform_exact,uniform,0.0,0
2000,0.6647636523552978,9.371015606248461,5.493669262862671,2.7569734238004693,sqrt(log n),30,uniform_exact,uniform,0.0,0
2000,0.6647636523552978,9.371015606248461,5.493669262862671,3.0,3.0,30,uniform_exact,uniform,0.0,0
2000,0.6647636523552978,9.371015606248461,4.01720709912465,1.5,1.5,50,uniform_exact,uniform,0.0,0
2000,0.6647636523552978,9.371015606248461,4.01720709912465,2.7569734238004693,sqrt(log n),50,uniform_exact,uniform,0.0,0
2000,0.6647636523552978,9.371015606248461,4.01720709912465,3.0,3.0,50,uniform_exact,uniform,0.0,0
2000,0.6647636523552978,9.371015606248461,7.394882493411912,1.5,1.5,100,uniform_exact,uniform,0.0,0
2000,0.6647636523552978,9.371015606248461,7.394882493411912,2.7569734238004693,sqrt(log n),100,uniform_exact,uniform,0.0,0
2000,0.6647636523552978,9.371015606248461,7.394882493411912,3.0,3.0,100,uniform_exact,uniform,0.0,0
2000,0.6503303945228937,7.618833107152736,2.367443080483138,1.5,1.5,10,uniform_exact,uniform,0.0,0
2000,0.6503303945228937,7.618833107152736,2.367443080483138,2.7569734238004693,sqrt(log n),10,uniform_exact,uniform,0.0,0
2000,0.6503303945228937,7.618833107152736,2.367443080483138,3.0,3.0,10,uniform_exact,uniform,0.0,0
2000,0.6503303945228937,7.618833107152736,2.247381817871927,1.5,1.5,30,uniform_exact,uniform,0.0,0
2000,0.6503303945228937,7.618833107152736,2.247381817871927,2.7569734238004693,sqrt(log n),30,uniform_exact,uniform,0.0,0
2000,0.6503303945228937,7.618833107152736,2.247381817871927,3.0,3.0,30,uniform_exact,uniform,0.0,0
2000,0.6503303945228937,7.618833107152736,3.5614645638761138,1.5,1.5,50,uniform_exact,uniform,0.0,0
2000,0.6503303945228937,7.618833107152736,3.5614645638761138,2.7569734238004693,sqrt(log n),50,uniform_exact,uniform,0.0,0
2000,0.6503303945228937,7.618833107152736,3.5614645638761138,3.0,3.0,50,uniform_exact,uniform,0.0,0
2000,0.6503303945228937,7.618833107152736,2.6557543941107657,1.5,1.5,100,uniform_exact,uniform,0.0,0
2000,0.6503303945228937,7.618833107152736,2.6557543941107657,2.7569734238004693,sqrt(log n),100,uniform_exact,uniform,0.0,0
2000,0.6503303945228937,7.618833107152736,2.6557543941107657,3.0,3.0,100,uniform_exact,uniform,0.0,0
2000,0.7116392058914187,10.837519913683188,2.0435545119675536,1.5,1.5,10,uniform_exact,uniform,0.0,0
2000,0.7116392058914187,10.837519913683188,2.0435545119675536,2.7569734238004693,sqrt(log n),10,uniform_exact,uniform,0.0,0
2000,0.7116392058914187,10.837519913683188,2.0435545119675536,3.0,3.0,10,uniform_exact,uniform,0.0,0
2000,0.7116392058914187,10.837519913683188,3.5884446264873624,1.5,1.5,30,uniform_exact,uniform,0.0,0
2000,0.7116392058914187,10.837519913683188,3.5884446264873624,2.7569734238004693,sqrt(log n),30,uniform_exact,uniform,0.0,0
